occCode,majorOccCodeGroup,minorOccCodeGroup,broadOccCodeGroup,majorOccNameGroup,occupation,end_0000,end_000,end_00,end_0,hourlyMean,hourlyMed,salaryMean,salaryMed,totEmp,wageSalEmp,selfEmp,f_total,f_violence,f_trans,f_fireExp,f_fallSlipTrip,f_exposure,f_contact,f_allOther,nf_total,nf_violence,nf_violence_intent,nf_violence_unintent,nf_violence_animal,nf_trans,nf_trans_roadway,nf_fireExp,nf_fallSlipTrip,nf_fallSlipTrip_lowLevel,nf_fallSlipTrip_sameLevel,nf_fallSlipTrip_noFall,nf_exposure,nf_contact,nf_contact_struckBy,nf_contact_struckAgainst,nf_contact_caughtCompCrush,nf_overextertion,nf_overextertion_liftLowering,nf_overextertion_repetition,nf_allOther,,
29-9010,29-0000,29-9000,29-9010,Healthcare Practicioners and Technical Occupations,               Occupational health and safety specialists and technicians,FALSE,FALSE,FALSE,TRUE,33.14,32.13,68930,66820,101800,95700,6100,4,1,0,0,0,1,0,2,220,0,0,0,0,0,0,0,130,50,80,0,30,30,0,0,0,20,0,0,0,FALSE,TRUE
29-9011,29-0000,29-9000,29-9010,Healthcare Practicioners and Technical Occupations,                    Occupational health and safety specialists,FALSE,FALSE,FALSE,FALSE,34.85,34.09,72480,70920,83700,78800,4900,3,0,0,0,0,1,0,2,200,0,0,0,0,0,0,0,120,50,70,0,0,30,0,0,0,20,0,0,0,TRUE,TRUE
29-9012,29-0000,29-9000,29-9010,Healthcare Practicioners and Technical Occupations,                    Occupational health and safety technicians,FALSE,FALSE,FALSE,FALSE,25.25,23.47,52520,48820,18100,16900,1200,1,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
31-0000,31-0000,31-0000,31-0000,Healthcare Support Occupations,     Healthcare support occupations,TRUE,TRUE,TRUE,TRUE,14.65,13.42,30470,27910,4315600,4194900,120700,30,8,6,0,3,9,0,4,48960,6950,3650,2120,1160,1650,1410,30,9710,610,7850,1120,1240,4600,2600,1290,480,24640,5800,430,150,FALSE,FALSE
31-1000,31-0000,31-1000,31-1000,Healthcare Support Occupations,"          Nursing, psychiatric, and home health aides",FALSE,TRUE,TRUE,TRUE,12.65,11.93,26320,24810,2549400,2500500,48900,23,7,5,0,3,6,0,2,41520,5870,3500,1970,380,1360,1130,30,8080,410,6650,940,920,3410,1940,950,390,21730,5010,140,130,FALSE,FALSE
31-1010,31-0000,31-1000,31-1010,Healthcare Support Occupations,"               Nursing, psychiatric, and home health aides",FALSE,FALSE,FALSE,TRUE,12.65,11.93,26320,24810,911500,893300,18200,23,7,5,0,3,6,0,2,41520,5870,3500,1970,380,1360,1130,30,8080,410,6650,940,920,3410,1940,950,390,21730,5010,140,130,FALSE,TRUE
31-1011,31-0000,31-1000,31-1010,Healthcare Support Occupations,                    Home health aides,FALSE,FALSE,FALSE,FALSE,11.35,10.87,23600,22600,911500,893300,18200,15,4,4,0,0,4,0,3,7070,800,420,200,180,650,520,0,1640,240,1210,180,170,520,270,190,40,3260,920,30,0,TRUE,TRUE
31-1014,31-0000,31-1000,31-1010,Healthcare Support Occupations,                    Nursing assistants,FALSE,FALSE,FALSE,FALSE,13.29,12.78,27650,26590,1510300,1480300,30000,8,3,1,1,0,0,0,3,31800,4290,2580,1500,190,570,490,30,6100,170,5190,690,680,2450,1340,680,340,17580,3930,100,120,TRUE,TRUE
31-9000,31-0000,31-9000,31-9000,Healthcare Support Occupations,          Other healthcare support occupations,FALSE,TRUE,TRUE,TRUE,16.79,15.95,34920,33170,1579100,1508300,70800,7,0,1,0,0,3,0,3,6580,980,120,90,770,240,230,0,1490,190,1100,150,310,1140,630,340,70,2410,600,290,20,FALSE,FALSE
31-9090,31-0000,31-9000,31-9090,Healthcare Support Occupations,               Miscellaneous healthcare support occupations,FALSE,FALSE,FALSE,TRUE,16.47,15.81,34260,32880,1418800,1411100,7700,6,0,1,0,0,3,0,2,6250,980,120,90,770,240,230,0,1420,170,1070,130,280,1080,620,310,60,2240,590,220,0,FALSE,TRUE
33-0000,33-0000,33-0000,33-0000,Protective Service Occupations,     Protective service occupations,TRUE,TRUE,TRUE,TRUE,22.03,18.59,45810,38660,3505600,3486500,19100,281,137,104,3,15,9,7,6,9450,2120,1160,790,140,1020,580,20,3080,330,2000,590,300,1310,700,430,120,1540,330,20,50,FALSE,FALSE
33-1000,33-0000,33-1000,33-1000,Protective Service Occupations,          Supervisors of protective service workers,FALSE,TRUE,TRUE,TRUE,34.76,32.42,72300,67430,284200,283200,1000,30,17,5,0,0,3,0,5,440,150,110,40,0,50,40,0,90,20,70,0,0,60,50,0,0,80,0,0,0,FALSE,FALSE
33-1010,33-0000,33-1000,33-1010,Protective Service Occupations,               Supervisors of law enforcement workers,FALSE,FALSE,FALSE,TRUE,39.13,37.26,81380,77500,149900,1800,149900,19,14,0,0,0,3,0,2,150,70,50,20,0,0,0,0,20,0,0,0,0,0,0,0,0,40,0,0,0,FALSE,TRUE
33-1011,33-0000,33-1000,33-1010,Protective Service Occupations,                    Supervisors of correctional officers,FALSE,FALSE,FALSE,FALSE,31.3,29.12,65100,60560,45200,1800,45200,1,0,0,0,0,0,0,1,140,60,50,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
33-1020,33-0000,33-1000,33-1020,Protective Service Occupations,               Supervisors of fire fighting and prevention workers,FALSE,FALSE,FALSE,TRUE,37.04,35.84,77050,74540,59100,100,59100,10,0,4,0,0,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,FALSE,TRUE
33-1021,33-0000,33-1000,33-1020,Protective Service Occupations,                    Supervisors of fire fighting and prevention workers,FALSE,FALSE,FALSE,FALSE,37.04,35.84,77050,74540,59100,100,59100,10,0,4,0,0,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,TRUE,TRUE
33-2000,33-0000,33-2000,33-2000,Protective Service Occupations,          Fire fighting and prevention workers,FALSE,TRUE,TRUE,TRUE,24.47,23.22,50890,48290,341400,340800,600,35,5,19,1,5,0,3,2,170,0,0,0,0,40,40,0,60,0,50,0,20,0,0,0,0,50,0,0,0,FALSE,FALSE
33-2010,33-0000,33-2000,33-2010,Protective Service Occupations,               Firefighters,FALSE,FALSE,FALSE,TRUE,24.29,23.09,50520,48030,327300,326800,600,35,5,19,1,5,0,3,2,160,0,0,0,0,40,40,0,60,0,40,0,0,0,0,0,0,40,0,0,0,FALSE,TRUE
33-2011,33-0000,33-2000,33-2010,Protective Service Occupations,                    Firefighters,FALSE,FALSE,FALSE,FALSE,24.29,23.09,50520,48030,327300,326800,600,35,5,19,1,5,0,3,2,160,0,0,0,0,40,40,0,60,0,40,0,0,0,0,0,0,40,0,0,0,TRUE,TRUE
33-3000,33-0000,33-3000,33-3000,Protective Service Occupations,          Law enforcement workers,FALSE,TRUE,TRUE,TRUE,28.03,25.6,58310,53240,1285000,900,1285000,127,75,48,0,1,0,0,3,790,240,140,90,0,60,40,0,160,30,90,30,60,140,110,20,0,110,0,0,0,FALSE,FALSE
33-3010,33-0000,33-3000,33-3010,Protective Service Occupations,"               Bailiffs, correctional officers, and jailers",FALSE,FALSE,FALSE,TRUE,22.46,20.59,46710,42820,468600,21900,468600,10,8,1,0,1,0,0,0,580,210,130,70,0,0,0,0,100,20,60,20,50,130,100,20,0,80,0,0,0,FALSE,TRUE
33-3012,33-0000,33-3000,33-3010,Protective Service Occupations,                    Correctional officers and jailers,FALSE,FALSE,FALSE,FALSE,22.48,20.59,46750,42820,450000,21700,450000,8,6,1,0,1,0,0,0,580,210,130,70,0,0,0,0,100,20,60,20,50,130,100,20,0,80,0,0,0,TRUE,TRUE
33-3050,33-0000,33-3000,33-3050,Protective Service Occupations,               Police officers,FALSE,FALSE,FALSE,TRUE,30.19,28.73,62790,59750,689100,800,689100,109,61,45,0,0,0,0,3,150,30,0,20,0,20,0,0,40,0,30,0,0,0,0,0,0,30,0,0,0,FALSE,TRUE
33-3051,33-0000,33-3000,33-3050,Protective Service Occupations,                    Police and sheriff's patrol officers,FALSE,FALSE,FALSE,FALSE,30.17,28.69,62760,59680,684200,26600,684200,108,60,45,0,0,0,0,3,120,20,0,20,0,0,0,0,40,0,20,0,0,0,0,0,0,30,0,0,0,TRUE,TRUE
33-9000,33-0000,33-9000,33-9000,Protective Service Occupations,          Other protective service workers,FALSE,TRUE,TRUE,TRUE,14.49,12.48,30130,25960,1595000,1577500,17600,89,40,32,0,9,4,4,0,8060,1730,910,660,140,870,460,20,2770,280,1800,530,210,1110,540,400,120,1300,300,20,40,FALSE,FALSE
33-9010,33-0000,33-9000,33-9010,Protective Service Occupations,               Animal control workers,FALSE,FALSE,FALSE,TRUE,17.6,16.61,36600,34550,13400,1500,13400,1,0,0,0,0,0,0,1,110,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,FALSE,TRUE
33-9011,33-0000,33-9000,33-9010,Protective Service Occupations,                    Animal control workers,FALSE,FALSE,FALSE,FALSE,17.6,16.61,36600,34550,13400,1500,13400,1,0,0,0,0,0,0,1,110,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,TRUE,TRUE
33-9030,33-0000,33-9000,33-9030,Protective Service Occupations,               Security guards and gaming surveillance officers,FALSE,FALSE,FALSE,TRUE,14.32,12.43,29780,25840,1133900,1129200,4800,54,38,9,0,7,0,0,0,6530,1480,830,580,50,540,240,20,2230,240,1450,480,160,970,470,340,110,1080,270,0,40,FALSE,TRUE
33-9032,33-0000,33-9000,33-9030,Protective Service Occupations,                    Security guards,FALSE,FALSE,FALSE,FALSE,14.29,12.39,29730,25770,1123300,1118500,4800,54,38,9,0,7,0,0,0,6520,1480,830,580,50,540,240,20,2230,240,1450,480,160,970,470,340,110,1080,270,0,40,TRUE,TRUE
33-9090,33-0000,33-9000,33-9090,Protective Service Occupations,               Miscellaneous protective service workers,FALSE,FALSE,FALSE,TRUE,14.05,12.03,29230,25020,406200,100,406200,34,0,23,0,0,4,4,3,1290,180,70,80,30,320,220,0,490,40,310,50,30,120,50,50,0,140,0,0,0,FALSE,TRUE
33-9091,33-0000,33-9000,33-9090,Protective Service Occupations,                    Crossing guards,FALSE,FALSE,FALSE,FALSE,14.03,12.84,29190,26700,74300,2900,74300,24,0,21,0,0,0,0,3,320,0,0,0,0,140,60,0,130,0,130,0,0,20,0,0,0,20,0,0,0,TRUE,TRUE
33-9092,33-0000,33-9000,33-9090,Protective Service Occupations,"                    Lifeguards, ski patrol, and other recreational protective service workers",FALSE,FALSE,FALSE,FALSE,10.89,9.76,22640,20290,152100,500,152100,9,0,0,0,0,4,3,2,490,80,0,50,30,0,0,0,250,20,110,20,20,60,30,30,0,70,0,0,0,TRUE,TRUE
35-0000,35-0000,35-0000,35-0000,Food Preperation and Serving Occupations,     Food preparation and serving related occupations,TRUE,TRUE,TRUE,TRUE,11.47,10.01,23850,20810,13206100,13144300,61800,92,37,7,0,17,26,0,5,71700,890,430,230,150,550,310,0,20270,1850,15380,2610,9460,27030,19090,5520,1720,13120,5650,1020,370,FALSE,FALSE
35-1000,35-0000,35-1000,35-1000,Food Preperation and Serving Occupations,          Supervisors of food preparation and serving workers,FALSE,TRUE,TRUE,TRUE,17.47,15.77,36340,32790,1083400,1055800,27600,21,11,0,0,5,0,1,4,7170,180,150,30,0,220,160,0,2050,320,1390,250,900,2240,1590,370,230,1560,780,90,20,FALSE,FALSE
35-1010,35-0000,35-1000,35-1010,Food Preperation and Serving Occupations,               Supervisors of food preparation and serving workers,FALSE,FALSE,FALSE,TRUE,17.47,15.77,36340,32790,146500,136700,9800,21,11,0,0,5,0,1,4,7170,180,150,30,0,220,160,0,2050,320,1390,250,900,2240,1590,370,230,1560,780,90,20,FALSE,TRUE
35-1011,35-0000,35-1000,35-1010,Food Preperation and Serving Occupations,                    Chefs and head cooks,FALSE,FALSE,FALSE,FALSE,22.79,20.76,47390,43180,146500,136700,9800,4,0,0,0,1,0,0,3,1680,0,0,0,0,0,0,0,300,60,120,70,280,800,650,130,20,290,150,30,0,TRUE,TRUE
35-1012,35-0000,35-1000,35-1010,Food Preperation and Serving Occupations,                    Supervisors of food preparation and serving workers,FALSE,FALSE,FALSE,FALSE,16.68,15.13,34700,31480,936900,919100,17900,17,10,0,0,4,0,1,2,5490,180,150,30,0,210,150,0,1750,270,1270,180,620,1440,940,250,210,1270,620,60,0,TRUE,TRUE
35-2000,35-0000,35-2000,35-2000,Food Preperation and Serving Occupations,          Cooks and food preparation workers,FALSE,TRUE,TRUE,TRUE,11.53,10.8,23990,22460,3274100,3251100,23000,28,11,0,1,3,10,0,3,31170,200,90,40,60,90,70,0,7030,360,5680,890,4720,13540,9660,2840,770,5490,2540,400,90,FALSE,FALSE
35-2010,35-0000,35-2000,35-2010,Food Preperation and Serving Occupations,               Cooks,FALSE,FALSE,FALSE,TRUE,11.72,10.99,24370,22850,2403000,2385100,17900,20,9,0,1,0,7,0,3,17020,100,30,20,50,0,0,0,3340,150,2690,440,3240,7420,5830,1170,270,2820,1210,220,80,FALSE,TRUE
35-2011,35-0000,35-2000,35-2010,Food Preperation and Serving Occupations,"                    Cooks, fast food",FALSE,FALSE,FALSE,FALSE,9.89,9.55,20570,19860,517600,100,517600,7,3,0,0,0,0,0,4,430,0,0,0,0,0,0,0,140,0,130,0,70,180,70,120,0,50,50,0,0,TRUE,TRUE
35-2014,35-0000,35-2000,35-2010,Food Preperation and Serving Occupations,"                    Cooks, restaurant",FALSE,FALSE,FALSE,FALSE,12.23,11.61,25430,24140,1231900,100,1231900,10,4,0,1,1,4,0,0,11770,40,0,20,20,0,0,0,2180,100,1720,300,2350,5500,4460,710,190,1640,660,150,60,TRUE,TRUE
35-2020,35-0000,35-2000,35-2020,Food Preperation and Serving Occupations,               Food preparation workers,FALSE,FALSE,FALSE,TRUE,11.02,10.31,22920,21440,871100,866000,5100,8,0,0,0,0,3,0,5,14150,100,0,20,0,80,60,0,3690,220,2980,450,1470,6130,3830,1670,500,2670,1320,170,0,FALSE,TRUE
35-2021,35-0000,35-2000,35-2020,Food Preperation and Serving Occupations,                    Food preparation workers,FALSE,FALSE,FALSE,FALSE,11.02,10.31,22920,21440,871100,866000,5100,8,0,0,0,0,3,0,5,14150,100,0,20,0,80,60,0,3690,220,2980,450,1470,6130,3830,1670,500,2670,1320,170,0,TRUE,TRUE
35-3000,35-0000,35-3000,35-3000,Food Preperation and Serving Occupations,          Food and beverage serving workers,FALSE,TRUE,TRUE,TRUE,10.78,9.5,22430,19750,7432900,7422700,10100,35,13,0,0,5,13,0,4,23360,440,180,130,70,210,60,0,8360,910,6160,1100,2790,7470,5280,1490,470,3930,1330,340,170,FALSE,FALSE
35-3010,35-0000,35-3000,35-3010,Food Preperation and Serving Occupations,               Bartenders,FALSE,FALSE,FALSE,TRUE,12.3,10,25580,20800,611200,609600,1600,6,4,0,0,0,0,0,2,2300,0,0,0,0,0,0,0,740,420,260,60,70,1150,770,360,20,320,60,60,0,FALSE,TRUE
35-3011,35-0000,35-3000,35-3010,Food Preperation and Serving Occupations,                    Bartenders,FALSE,FALSE,FALSE,FALSE,12.3,10,25580,20800,611200,609600,1600,6,4,0,0,0,0,0,2,2300,0,0,0,0,0,0,0,740,420,260,60,70,1150,770,360,20,320,60,60,0,TRUE,TRUE
35-3020,35-0000,35-3000,35-3020,Food Preperation and Serving Occupations,               Fast food and counter workers,FALSE,FALSE,FALSE,TRUE,9.89,9.38,20580,19500,3957500,3952800,4700,15,6,0,0,0,5,0,4,12020,290,100,60,60,170,60,0,3890,290,3050,510,1980,3620,2360,680,410,1950,780,140,110,FALSE,TRUE
35-3021,35-0000,35-3000,35-3020,Food Preperation and Serving Occupations,"                    Combined food preparation and serving workers, including fast food",FALSE,FALSE,FALSE,FALSE,9.84,9.35,20460,19440,3452200,3449900,2300,13,6,0,0,0,4,0,3,9870,220,80,60,0,140,20,0,3390,260,2620,470,1650,2880,1760,600,370,1510,690,40,90,TRUE,TRUE
35-3030,35-0000,35-3000,35-3030,Food Preperation and Serving Occupations,               Waiters and waitresses,FALSE,FALSE,FALSE,TRUE,11.73,9.61,24410,19990,2600500,2596600,3800,11,3,0,0,0,6,0,2,6700,120,70,50,0,0,0,0,2870,180,2260,300,500,2090,1710,330,30,1070,280,100,50,FALSE,TRUE
35-3031,35-0000,35-3000,35-3030,Food Preperation and Serving Occupations,                    Waiters and waitresses,FALSE,FALSE,FALSE,FALSE,11.73,9.61,24410,19990,2600500,2596600,3800,11,3,0,0,0,6,0,2,6700,120,70,50,0,0,0,0,2870,180,2260,300,500,2090,1710,330,30,1070,280,100,50,TRUE,TRUE
35-3040,35-0000,35-3000,35-3040,Food Preperation and Serving Occupations,"               Food servers, nonrestaurant",FALSE,FALSE,FALSE,TRUE,11.29,10.21,23490,21240,263800,200,263800,3,0,0,0,0,0,0,3,2340,20,0,0,0,20,0,0,850,30,590,230,240,610,440,120,20,590,220,40,0,FALSE,TRUE
35-3041,35-0000,35-3000,35-3040,Food Preperation and Serving Occupations,"                    Food servers, nonrestaurant",FALSE,FALSE,FALSE,FALSE,11.29,10.21,23490,21240,263800,200,263800,3,0,0,0,0,0,0,3,2340,20,0,0,0,20,0,0,850,30,590,230,240,610,440,120,20,590,220,40,0,TRUE,TRUE
35-9000,35-0000,35-9000,35-9000,Food Preperation and Serving Occupations,          Other food preparation and serving related workers,FALSE,TRUE,TRUE,TRUE,10.44,9.77,21710,20310,1415700,1414700,1000,8,0,1,0,4,0,0,3,10000,70,0,20,20,30,0,0,2830,260,2150,370,1050,3780,2550,820,250,2140,1000,190,90,FALSE,FALSE
35-9010,35-0000,35-9000,35-9010,Food Preperation and Serving Occupations,               Dining room and cafeteria attendants and bartender helpers,FALSE,FALSE,FALSE,TRUE,10.74,9.71,22340,20200,431200,430400,800,3,1,0,0,0,0,0,2,2910,30,0,20,0,0,0,0,880,60,680,120,270,1140,840,210,40,580,330,30,20,FALSE,TRUE
35-9011,35-0000,35-9000,35-9010,Food Preperation and Serving Occupations,                    Dining room and cafeteria attendants and bartender helpers,FALSE,FALSE,FALSE,FALSE,10.74,9.71,22340,20200,431200,430400,800,3,1,0,0,0,0,0,2,2910,30,0,20,0,0,0,0,880,60,680,120,270,1140,840,210,40,580,330,30,20,TRUE,TRUE
35-9020,35-0000,35-9000,35-9020,Food Preperation and Serving Occupations,               Dishwashers,FALSE,FALSE,FALSE,TRUE,10.22,10,21260,20800,514300,300,514300,1,0,1,0,0,0,0,0,3910,30,0,0,20,0,0,0,800,120,560,110,520,1720,1050,430,140,840,430,0,0,FALSE,TRUE
35-9021,35-0000,35-9000,35-9020,Food Preperation and Serving Occupations,                    Dishwashers,FALSE,FALSE,FALSE,FALSE,10.22,10,21260,20800,514300,300,514300,1,0,1,0,0,0,0,0,3910,30,0,0,20,0,0,0,800,120,560,110,520,1720,1050,430,140,840,430,0,0,TRUE,TRUE
35-9099,35-0000,35-9000,35-9090,Food Preperation and Serving Occupations,               Miscellaneous food preparation and serving related workers,FALSE,FALSE,FALSE,FALSE,11.16,10.14,23200,21090,60900,60800,100,1,0,0,0,1,0,0,0,2180,0,0,0,0,0,0,0,510,40,360,110,250,710,550,100,50,620,220,130,70,TRUE,TRUE
37-0000,37-0000,37-0000,37-0000,Building and Grounds Cleaning and Maintainance Occupations,     Building and grounds maintenance occupations,TRUE,TRUE,TRUE,TRUE,13.47,11.87,28010,24700,5654100,4952000,702100,329,28,96,3,94,50,58,0,59630,1240,190,80,960,2750,2160,30,18060,3380,10950,3000,3110,14640,9180,3530,1220,19410,5320,1250,400,FALSE,FALSE
37-1000,37-0000,37-1000,37-1000,Building and Grounds Cleaning and Maintainance Occupations,          Supervisors of building and grounds maintenance workers,FALSE,TRUE,TRUE,TRUE,21.24,19.65,44190,40880,421800,278500,143400,38,4,12,0,7,5,10,0,3040,100,30,0,70,170,150,0,940,280,560,100,40,660,360,230,50,1130,240,50,0,FALSE,FALSE
37-1010,37-0000,37-1000,37-1010,Building and Grounds Cleaning and Maintainance Occupations,               Supervisors of building and grounds maintenance workers,FALSE,FALSE,FALSE,TRUE,21.24,19.65,44190,40880,243500,172200,71300,38,4,12,0,7,5,10,0,3040,100,30,0,70,170,150,0,940,280,560,100,40,660,360,230,50,1130,240,50,0,FALSE,TRUE
37-1011,37-0000,37-1000,37-1010,Building and Grounds Cleaning and Maintainance Occupations,                    Supervisors of housekeeping and janitorial workers,FALSE,FALSE,FALSE,FALSE,19.83,18.36,41240,38190,243500,172200,71300,8,0,5,0,0,0,0,3,1930,30,20,0,0,130,120,0,730,150,510,70,30,330,140,170,0,670,190,40,0,TRUE,TRUE
37-1012,37-0000,37-1000,37-1010,Building and Grounds Cleaning and Maintainance Occupations,"                    Supervisors of landscaping, lawn service, and groundskeeping workers",FALSE,FALSE,FALSE,FALSE,23.46,21.99,48790,45740,178300,106300,72000,30,0,7,0,6,5,10,2,1110,70,0,0,60,40,30,0,210,140,40,30,0,330,210,60,40,460,60,0,0,TRUE,TRUE
37-2000,37-0000,37-2000,37-2000,Building and Grounds Cleaning and Maintainance Occupations,          Building cleaning and pest control workers,FALSE,TRUE,TRUE,TRUE,12.64,11.33,26300,23560,3923000,3649000,274000,74,14,13,0,23,15,8,1,40740,590,150,70,370,1910,1590,30,12830,1860,8370,2240,1800,8440,5020,2320,740,14810,4100,1060,330,FALSE,FALSE
37-2010,37-0000,37-2000,37-2010,Building and Grounds Cleaning and Maintainance Occupations,               Building cleaning workers,FALSE,FALSE,FALSE,TRUE,12.55,11.26,26090,23420,3844000,3575100,268900,64,12,9,0,21,13,8,1,38660,540,150,70,310,1050,760,30,12350,1730,8160,2110,1740,8310,4950,2290,710,14310,3930,1060,330,FALSE,TRUE
37-2011,37-0000,37-2000,37-2010,Building and Grounds Cleaning and Maintainance Occupations,"                    Janitors and cleaners, except maids and housekeeping cleaners",FALSE,FALSE,FALSE,FALSE,12.99,11.63,27030,24190,2384600,2293700,90900,46,6,9,0,14,9,8,0,21230,350,110,60,190,690,450,30,6780,1290,4270,940,1140,4870,3040,1200,430,7270,2260,420,100,TRUE,TRUE
37-2012,37-0000,37-2000,37-2010,Building and Grounds Cleaning and Maintainance Occupations,                    Maids and housekeeping cleaners,FALSE,FALSE,FALSE,FALSE,11.46,10.49,23830,21820,1443200,1266000,177200,13,6,0,0,0,4,0,3,17150,190,50,0,120,360,310,0,5480,420,3830,1160,600,3390,1850,1090,280,6920,1620,640,230,TRUE,TRUE
37-2020,37-0000,37-2000,37-2020,Building and Grounds Cleaning and Maintainance Occupations,               Pest control workers,FALSE,FALSE,FALSE,TRUE,16.84,15.88,35020,33040,78900,73900,5100,10,0,4,0,0,0,0,6,2080,60,0,0,60,860,830,0,480,140,210,130,60,130,70,30,0,500,170,0,0,FALSE,TRUE
37-2021,37-0000,37-2000,37-2020,Building and Grounds Cleaning and Maintainance Occupations,                    Pest control workers,FALSE,FALSE,FALSE,FALSE,16.84,15.88,35020,33040,78900,73900,5100,10,0,4,0,0,0,0,6,2080,60,0,0,60,860,830,0,480,140,210,130,60,130,70,30,0,500,170,0,0,TRUE,TRUE
37-3000,37-0000,37-3000,37-3000,Building and Grounds Cleaning and Maintainance Occupations,          Grounds maintenance workers,FALSE,TRUE,TRUE,TRUE,14.02,12.9,29170,26830,1309300,1024600,284700,217,10,71,0,64,30,40,2,15860,550,0,0,520,670,410,0,4290,1230,2020,660,1270,5530,3800,980,430,3480,970,140,60,FALSE,FALSE
37-3010,37-0000,37-3000,37-3010,Building and Grounds Cleaning and Maintainance Occupations,               Grounds maintenance workers,FALSE,FALSE,FALSE,TRUE,14.02,12.9,29170,26830,1197900,935800,262100,217,10,71,0,64,30,40,2,15860,550,0,0,520,670,410,0,4290,1230,2020,660,1270,5530,3800,980,430,3480,970,140,60,FALSE,TRUE
37-3011,37-0000,37-3000,37-3010,Building and Grounds Cleaning and Maintainance Occupations,                    Landscaping and groundskeeping workers,FALSE,FALSE,FALSE,FALSE,13.73,12.65,28560,26320,1197900,935800,262100,125,9,62,0,23,13,17,1,14240,540,0,0,520,610,390,0,4060,1180,1910,600,980,5050,3430,900,400,2950,620,120,60,TRUE,TRUE
37-3012,37-0000,37-3000,37-3010,Building and Grounds Cleaning and Maintainance Occupations,"                    Pesticide handlers, sprayers, and applicators, vegetation",FALSE,FALSE,FALSE,FALSE,17.17,16.22,35720,33740,38000,30800,7200,3,0,3,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,280,20,0,0,0,320,300,0,0,TRUE,TRUE
37-3013,37-0000,37-3000,37-3010,Building and Grounds Cleaning and Maintainance Occupations,                    Tree trimmers and pruners,FALSE,FALSE,FALSE,FALSE,17.94,16.84,37310,35030,54500,42100,12500,84,0,4,0,41,17,20,2,860,0,0,0,0,50,0,0,170,30,80,60,0,460,360,70,30,170,30,20,0,TRUE,TRUE
39-0000,39-0000,39-0000,39-0000,Personal Care and Service Occupations,     Personal care and service occupations,TRUE,TRUE,TRUE,TRUE,12.74,10.92,26510,22710,6419700,5381900,1037800,55,20,13,0,9,12,0,1,26100,5530,2360,1630,1530,1150,930,0,7280,690,5640,740,470,2740,1720,750,170,8800,1780,670,130,FALSE,FALSE
39-1000,39-0000,39-1000,39-1000,Personal Care and Service Occupations,          Supervisors of personal care and service workers,FALSE,TRUE,TRUE,TRUE,19.66,18.12,40880,37690,326700,234000,92700,1,1,0,0,0,0,0,0,510,100,50,50,0,40,30,0,90,0,60,0,0,120,50,60,0,110,30,20,40,FALSE,FALSE
39-1020,39-0000,39-1000,39-1020,Personal Care and Service Occupations,               Supervisors of personal service workers,FALSE,FALSE,FALSE,TRUE,19.15,17.65,39830,36700,276100,203800,72300,1,1,0,0,0,0,0,0,400,100,50,50,0,30,30,0,50,0,40,0,0,90,30,60,0,80,20,0,40,FALSE,TRUE
39-1021,39-0000,39-1000,39-1020,Personal Care and Service Occupations,                    Supervisors of personal service workers,FALSE,FALSE,FALSE,FALSE,19.15,17.65,39830,36700,276100,203800,72300,1,1,0,0,0,0,0,0,400,100,50,50,0,30,30,0,50,0,40,0,0,90,30,60,0,80,20,0,40,TRUE,TRUE
39-2000,39-0000,39-2000,39-2000,Personal Care and Service Occupations,          Animal care and service workers,FALSE,TRUE,TRUE,TRUE,12.07,10.69,25110,22230,296400,226500,70000,12,7,3,0,0,0,0,2,2540,1280,0,0,1280,0,0,0,440,0,350,80,100,230,200,20,0,490,90,20,0,FALSE,FALSE
39-2010,39-0000,39-2000,39-2010,Personal Care and Service Occupations,               Animal trainers,FALSE,FALSE,FALSE,TRUE,16.62,13.31,34580,27690,54900,29200,25700,4,0,0,0,0,0,0,4,100,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,FALSE,TRUE
39-2011,39-0000,39-2000,39-2010,Personal Care and Service Occupations,                    Animal trainers,FALSE,FALSE,FALSE,FALSE,16.62,13.31,34580,27690,54900,29200,25700,4,0,0,0,0,0,0,4,100,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,TRUE,TRUE
39-2020,39-0000,39-2000,39-2020,Personal Care and Service Occupations,               Nonfarm animal caretakers,FALSE,FALSE,FALSE,TRUE,11.74,10.57,24420,21990,241500,197300,44300,8,7,1,0,0,0,0,0,2440,1220,0,0,1220,0,0,0,430,0,350,80,100,210,180,20,0,470,70,20,0,FALSE,TRUE
